Source Title,Authors,Year,Journal/Publisher,DOI/URL,Database/Source,Citations,Search Keywords
An interaction-fair semi-decentralized trajectory planner for connected and autonomous vehicles,"Liu, Z., Lei, J., Yi, P. et al.",2025,"Auton. Intell. Syst. 5, 1",https://doi.org/10.1007/s43684-024-00087-5,springer,0,autonomous vehicles planning
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles planning
Performance comparison of rapidly-exploring random tree algorithms for path planning of autonomous underwater vehicles in complex environments,"Arifi, A., Jarray, R. & Bouallègue, S.",2024,Int J Intell Robot Appl,https://doi.org/10.1007/s41315-024-00406-2,springer,0,autonomous vehicles planning
Autonomous localized path planning algorithm for UAVs based on TD3 strategy,"Feiyu, Z., Dayan, L., Zhengxu, W. et al.",2024,"Sci Rep 14, 763",https://doi.org/10.1038/s41598-024-51349-4,springer,8,autonomous vehicles planning
A novel adaptive trajectory tracking control for autonomous vehicles based on state expansion,"Wang, J., Yu, Y., Song, Y. et al.",2024,"J Mech Sci Technol 38, 3143–3154",https://doi.org/10.1007/s12206-024-0532-z,springer,0,autonomous vehicles control
Want a ride? Attitudes towards autonomous driving and behavior in autonomous vehicles,"Del Re, E., Sauer, L., Polli, M. et al.",2024,"Elektrotech. Inftech. 141, 411–418",https://doi.org/10.1007/s00502-024-01241-w,springer,0,autonomous vehicles control
Path tracking control of autonomous vehicles via prescribed performance approach,"Zhang, S., Wang, Y., Li, G. et al.",2024,Neural Comput & Applic,https://doi.org/10.1007/s00521-024-10680-7,springer,0,autonomous vehicles control
Control of Autonomous Aerial Vehicles ," Andrea L'Afflitto, Gokhan Inalhan, Hyo-Sang Shin",2024,Advances in Autopilot Design for Civilian UAVs,10.1007/978-3-031-39767-7,springer,3,autonomous vehicles control
Speed control with low complexity for multiple autonomous vehicles in roundabouts,"Farkas, Z., Németh, B., Mihály, A. et al.",2023,"Eur. Transp. Res. Rev. 15, 42",https://doi.org/10.1186/s12544-023-00615-z,springer,1,autonomous vehicles control
Internal Model-Based Robust Path-Following Control for Autonomous Vehicles,"Kovács, A., Vajk, I.",2024," Int.J Automot. Technol. 25, 249–260",https://doi.org/10.1007/s12239-024-00003-z,springer,0,autonomous vehicles control
MPC-based Lateral Motion Control for Autonomous Vehicles Through Serially Cascaded Discretization Method Considering Path Preview,"Zhu, G., Jie, H., Zheng, Z. et al. ",2024,"J. Control Autom. Syst. 22, 1666–1679",https://doi.org/10.1007/s12555-023-0008-4,springer,3,autonomous vehicles control
Enhancement of energy utilization efficiency and speed control of autonomous electric vehicles (AEVs): A hybrid approach,"Raguvaran, S., Anandamurugan, S.",2024,"Energy Efficiency 17, 59",https://doi.org/10.1007/s12053-024-10238-5,springer,0,autonomous vehicles control
Speed-Varying Path Tracking Based on Model Predictive Control for Autonomous Vehicles,"Tang, S., Li, J. & Zhou, W.",2024," Int.J Automot. Technol. 25, 399–411",https://doi.org/10.1007/s12239-024-00033-7,springer,0,autonomous vehicles control
A Comparison Study of Kinematic and Dynamic Models for Trajectory Tracking of Autonomous Vehicles Using Model Predictive Control,"Ye, BL., Niu, S., Li, L. et al.",2023,"Int. J. Control Autom. Syst. 21, 3006–3021",https://doi.org/10.1007/s12555-022-0337-8,springer,7,autonomous vehicles control
Want a ride? Attitudes towards autonomous driving and behavior in autonomous vehicles,"Del Re, E., Sauer, L., Polli, M. et al.",2024,"Elektrotech. Inftech. 141, 411–418",https://doi.org/10.1007/s00502-024-01241-w,springer,0,autonomous vehicles human–machine interaction
Modeling Suburban Freeway Travel Variability considering Connected and Autonomous Vehicles,"Amoei Khorshidi, N., Afandizadeh Zargari, S., Mirzahossein, H. et al.",2024,Int J Civ Eng ,https://doi.org/10.1007/s40999-024-01045-1,springer,0,autonomous vehicles human–machine interaction
Autonomous vehicle lane-change maneuver accounting for emotion-induced driving behavior in other vehicles,"Widyotriatmo, A., Amri, H. & Nazaruddin, Y.Y.",2024,"Intel Serv Robotics 17, 945–962",https://doi.org/10.1007/s11370-024-00549-y,springer,0,autonomous vehicles human–machine interaction
Geospatial data for peer-to-peer communication among autonomous vehicles using optimized machine learning algorithm,"Aruna, T.M., Kumar, P., Naresh, E. et al.",2024,"Sci Rep 14, 20245",https://doi.org/10.1038/s41598-024-71197-6,springer,2,autonomous vehicles human–machine interaction
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles human–machine interaction
"Trust, risk perception, and intention to use autonomous vehicles: an interdisciplinary bibliometric review","Naiseh, M., Clark, J., Akarsu, T. et al.",2024,AI & Soc,https://doi.org/10.1007/s00146-024-01895-2,springer,1,autonomous vehicles human–machine interaction
Investigating levels of remote operation in high-level on-road autonomous vehicles using operator sequence diagrams,"Parr, H., Harvey, C., Burnett, G. et al.",2024,"Cogn Tech Work 26, 207–223",https://doi.org/10.1007/s10111-024-00762-w,springer,0,autonomous vehicles human–machine interaction
Multifunctional lightweight autonomous vehicles: an agent-based study,"Coretti Sanchez, N., Larson, K.",2024,Transportation,https://doi.org/10.1007/s11116-024-10548-8,springer,0,autonomous vehicles human–machine interaction
The concept of “interaction” in debates on human–machine interaction,"Schleidgen, S., Friedrich, O., Gerlek, S. et al.",2023,"Humanit Soc Sci Commun 10, 551",https://doi.org/10.1057/s41599-023-02060-8,springer,6,autonomous vehicles human–machine interaction
Investigating intervention road scenarios for teleoperation of autonomous vehicles,"Tener, F., Lanir, J.",2023,"Multimed Tools Appl 83, 61103–61119",https://doi.org/10.1007/s11042-023-17851-z,springer,3,autonomous vehicles human–machine interaction
State-of-the-Art Review on Recent Advancements on Lateral Control of Autonomous Vehicles,"Archishman Biswas; M. A. Obayed Reon; Prangon Das; Zinat Tasneem; S. M. Muyeen
Electrical Engineering Department, Qatar University, Doha, Qatar
; Sajal K. Das
Department of Mechatronics Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh",2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3217213,google scholar,15,autonomous vehicles advancements
"Users, planners, and governments perspectives: A public survey on autonomous vehicles future advancements","Ali Alsalman a, Lateef N. Assi b, Shabnam Ghotbi c, SeyedAli Ghahari d, Ali Shubbar ",2020,"Transportation Engineering
Volume 3, March 2021, 100044",https://doi.org/10.1016/j.treng.2020.100044,google scholar,25,autonomous vehicles advancements
"A Review on Autonomous Vehicles: Progress, Methods and Challenges","Darsh Parekh,  Nishi Poddar et. al",2022,"Electronics 2022, 11(14), 2162",https://doi.org/10.3390/electronics11142162,google scholar,213,autonomous vehicles advancements
Technology Developments and Impacts of Connected and Autonomous Vehicles: An Overview ,"Hafiz Usman Ahmed
1, Ying Huang
1,*, Pan Lu
2 [ORCID] and Raj Bridgelall
2 [ORCID]",2022,"Smart Cities 2022, 5(1), 382-404",https://doi.org/10.3390/smartcities5010022,google scholar,56,autonomous vehicles advancements
Not accessible,-,0,-,-,google scholar,0,autonomous vehicles advancements
Cruising into the Future: Navigating the Challenges and Advancements in Autonomous Vehicle Technology ,"Shah Hussain Bangash Iqra National University ,Peshawar, Pakistan.Ghassan Husnain Iqra National University ,Peshawar, Pakistan.
    Asif Nawaz Higher Colleges of Technology, Dubai, UAE.
    Mohsin Tahir Iqra National University ,Peshawar, Pakistan.
    Muhammad Imad Iqra National University ,Peshawar, Pakistan.
    Zabih Ullah Khan Iqra National University ,Peshawar, Pakistan.
    Daud Khan Iqra National University ,Peshawar, Pakistan.
    Sheeraz Ahmed Iqra National University ,Peshawar, Pakistan.",2023,Vol. 5 No. 02 (2023): Journal of Computing & Biomedical Informatics ,1.056.979,google scholar,0,autonomous vehicles advancements
Revolutionizing Mobility:The Latest Advancements in Autonomous Vehicle Technology,"Venkata Sai Chandra Prasanth Narisetty, Tejaswi Maddineni",2024,,https://doi.org/10.48550/arXiv.2412.20688,google scholar,0,autonomous vehicles advancements
"Autonomous Vehicles and Intelligent Automation: Applications, Challenges, and Opportunities","Gourav Bathla, Kishor Bhadane, Rahul Kumar Singh, Rajneesh Kumar, Rajanikanth Aluvalu, Rajalakshmi Krishnamurthi, Adarsh Kumar, R. N Thakur, Shakila Basheer",2022,Mobile Information Systems,doi/full/10.1155/2022/7632892,google scholar,34,autonomous vehicles advancements
Recent Advancements in Automation to Enhance Vehicle Technology for Human Centred Interactions ,"Kumar, S. Satheesh S.; Iqbal, Mazher J. L.; Sujin, J. S.; Sowmya, R.; Kumar, Selva D.",2019,"Journal of Computational and Theoretical Nanoscience, Volume 16, Number 2 ",https://doi.org/10.1166/jctn.2019.7767,google scholar,0,autonomous vehicles advancements
"Advancements in Cyber Security for Autonomous
Vehicles","P. Uma Maheshwari1,*, Sunkireddy Bhargavi2, Sunkireddy Umarani",2021,"International Journal of
Wireless Network Security Volume 7, Issue 2",10.37591/IJWNS,google scholar,0,autonomous vehicles advancements
Autonomous vehicle perception: The technology of today and tomorrow,"Jessica Van Brummelen a, Marie O’Brien a, Dominique Gruyer b, Homayoun Najjaran a",2018,"Transportation Research Part C: Emerging Technologies Volume 89, April 2018, Pages 384-406 ",https://doi.org/10.1016/j.trc.2018.02.012,google scholar,7,autonomous vehicles advancements perception systems
A Systematic Review of Perception System and Simulators for Autonomous Vehicles Research ," Francisca Rosique,  Pedro J. Navarro
Pedro J. Navarro et. al.",2019,Sensors Volume 19 Issue 3 ,https://doi.org/10.3390/s19030648,google scholar,335,autonomous vehicles advancements perception systems
The perception systems used in fully automated vehicles: a comparative analysis,"Rana, K., Gupta, G., Vaidya, P. et al.",2023,Multimed Tools Appl,https://doi.org/10.1007/s11042-023-15090-w,google scholar,0,autonomous vehicles advancements perception systems
"A Review on Autonomous Vehicles: Progress, Methods and Challenges","Darsh Parekh,  Nishi Poddar et. al",2022,"Electronics 2022, 11(14), 2162",https://doi.org/10.3390/electronics11142162,google scholar,213,autonomous vehicles advancements perception systems
"Perception, Planning, Control, and Coordination for Autonomous Vehicles", Scott Drew Pendleton et al.,2017,"Machines 2017, 5(1), 6;",https://doi.org/10.3390/machines5010006,google scholar,477,autonomous vehicles advancements perception systems
Advancements in Deep Learning for Driving Policy and Perception in Autonomous Vehicles,"Alexander Schmidt, et al.",2024,"Journal of Theory and Practice in Engineering and Technology, 1(1), 1–7.",https://woodyinternational.com/index.php/jtpet/article/view/21,google scholar,0,autonomous vehicles advancements perception systems
Deep Learning Sensor Fusion for Autonomous Vehicle Perception and Localization: A Review,"Fayyad, J.; Jaradat, M.A.; Gruyer, D.; Najjaran, H. ",2020,"Sensors 2020, 20, 4220",https://doi.org/10.3390/s20154220,google scholar,301,autonomous vehicles advancements perception systems
Autonomous Driving Perception Fundamentals and Applications,Sameer Singh,2023,Advances in Computer Vision and Pattern Recognition,https://doi.org/10.1007/978-981-99-4287-9,google scholar,0,autonomous vehicles advancements perception systems
State-of-the-Art Review on Recent Advancements on Lateral Control of Autonomous Vehicles,"Archishman Biswas; M. A. Obayed Reon; Prangon Das; Zinat Tasneem; S. M. Muyeen
Electrical Engineering Department, Qatar University, Doha, Qatar
; Sajal K. Das
Department of Mechatronics Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh",2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3217213,google scholar,15,autonomous vehicles advancements perception systems
Milestones in Autonomous Driving and Intelligent Vehicles—Part II: Perception and Planning,Long Chen; Siyu Teng; Bai Li; Xiaoxiang Na; Yuchen Li; Zixuan Li,2023,"IEEE Transactions on Systems, Man, and Cybernetics: Systems ( Volume: 53, Issue: 10, October 2023) ",10.1109/TSMC.2023.3283021,google scholar,34,autonomous vehicles advancements perception systems
Sensor and Sensor Fusion Technology in Autonomous Vehicles: A Review,"Yeong, D.J.; Velasco-Hernandez, G.; Barry, J.; Walsh, J. ",2021,"Sensors 2021, 21, 2140",https://doi.org/10.3390/s21062140,google scholar,522,autonomous vehicles advancements sensor fusion
Deep Learning Sensor Fusion for Autonomous Vehicle Perception and Localization: A Review,"Fayyad, J.; Jaradat, M.A.; Gruyer, D.; Najjaran, H. ",2020,"Sensors 2020, 20, 4220",https://doi.org/10.3390/s20154220,google scholar,301,autonomous vehicles advancements sensor fusion
On the Integration of Enabling Wireless Technologies and Sensor Fusion for Next-Generation Connected and Autonomous Vehicles,Faran Awais Butt; Jawwad Nasar Chattha; Jameel Ahmad; Muhammad Umer Zia; Muhammad Rizwan; Ijaz Haider Naqvi,2023,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3145972,google scholar,48,autonomous vehicles advancements sensor fusion
An in-depth evaluation of deep learning-enabled adaptive approaches for detecting obstacles using sensor-fused data in autonomous vehicles,"Abhishek Thakur, Sudhansu Kumar Mishra",2024,"Engineering Applications of Artificial Intelligence
Volume 133, Part F, July 2024, 108550",https://doi.org/10.1016/j.engappai.2024.108550,google scholar,1,autonomous vehicles advancements sensor fusion
Multi-Sensor Fusion Technology for 3D Object Detection in Autonomous Driving: A Review,Xuan Wang; Kaiqiang Li; Abdellah Chehri,2023,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 25, Issue: 2, February 2024)",10.1109/TITS.2023.3317372,google scholar,17,autonomous vehicles advancements sensor fusion
Advancements and Prospects in Multisensor Fusion for Autonomous Driving,Chen Tu; ; Jaehyuck Lim; Inhi Kim,2024,"Journal of Intelligent and Connected Vehicles ( Volume: 7, Issue: 4, December 2024) ",10.26599/JICV.2023.9210042,google scholar,0,autonomous vehicles advancements sensor fusion
Sensor Fusion Technology for Unmanned Autonomous Vehicles (UAV): A Review of Methods and Applications,Mohamad Haniff Harun; Shahrum Shah Abdullah; Mohd Shahrieel Mohd Aras; Mohd Bazli Bahar,2022,2022 IEEE 9th International Conference on Underwater System Technology: Theory and Applications (USYS),10.1109/USYS56283.2022.10072667,google scholar,5,autonomous vehicles advancements sensor fusion
Autonomous Multi-Sensor Fusion Techniques for Environmental Perception in Self-Driving Vehicles,Ippa Sumalatha; Prateek Chaturvedi; Gowtham Raj R; Shruti Patil; H Pal Thethi; Ali Abduhussien Hameed,2024,"2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)",10.1109/IC3SE62002.2024.10593125,google scholar,0,autonomous vehicles advancements sensor fusion
An overview of sensors in Autonomous Vehicles,"Henry Alexander Ignatious, Hesham-El- Sayed, Manzoor Khan",2022,"Procedia Computer Science
Volume 198, 2022, Pages 736-741",https://doi.org/10.1016/j.procs.2021.12.315,google scholar,71,autonomous vehicles advancements sensor fusion
Sensor Fusion for 3D Object Detection for Autonomous Vehicles,Massoud_Yahya,2021,University of Ottawa,https://ruor.uottawa.ca/items/fab18b53-7955-49af-a450-647f891e21e5,google scholar,0,autonomous vehicles advancements sensor fusion
"THE FUTURE OF AUTONOMOUS VEHICLES IN THE U.S. URBAN LANDSCAPE: A REVIEW: ANALYZING IMPLICATIONS FOR TRAFFIC, URBAN PLANNING, AND THE ENVIRONMENT ",Omamode Henry Orieno et. al.,2024,Engineering Science & Technology Journal Vol. 5 No. 1 (2024) ,https://doi.org/10.51594/estj.v5i1.721 ,google scholar,0,autonomous vehicles advancements planning
"Users, planners, and governments perspectives: A public survey on autonomous vehicles future advancements","Ali Alsalman a, Lateef N. Assi b, Shabnam Ghotbi c, SeyedAli Ghahari d, Ali Shubbar ",2020,"Transportation Engineering
Volume 3, March 2021, 100044",https://doi.org/10.1016/j.treng.2020.100044,google scholar,25,autonomous vehicles advancements planning
Planning and Decision-Making for Autonomous Vehicles," Wilko Schwarting1, Javier Alonso-Mora2, and Daniela Rus1 ",2018," Annual Review of Control, Robotics, and Autonomous Systems Volume 1, 2018 ",https://doi.org/10.1146/annurev-control-060117-105157,google scholar,0,autonomous vehicles advancements planning
A Review of Motion Planning for Highway Autonomous Driving,Laurène Claussmann; Marc Revilloud; Dominique Gruyer; Sébastien Glaser,2019,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 21, Issue: 5, May 2020) ",10.1109/TITS.2019.2913998,google scholar,409,autonomous vehicles advancements planning
State-of-the-Art Review on Recent Advancements on Lateral Control of Autonomous Vehicles,"Archishman Biswas; M. A. Obayed Reon; Prangon Das; Zinat Tasneem; S. M. Muyeen
Electrical Engineering Department, Qatar University, Doha, Qatar
; Sajal K. Das
Department of Mechatronics Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh",2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3217213,google scholar,15,autonomous vehicles advancements planning
"Perception, Planning, Control, and Coordination for Autonomous Vehicles",Scott Drew Pendleton et al.,2017,"Machines 2017, 5(1), 6;",https://doi.org/10.3390/machines5010006,google scholar,477,autonomous vehicles advancements planning
Not accessible,-,0,-,-,google scholar,0,autonomous vehicles advancements planning
"Autonomous Vehicles and Intelligent Automation: Applications, Challenges, and Opportunities","Gourav Bathla, Kishor Bhadane, Rahul Kumar Singh, Rajneesh Kumar, Rajanikanth Aluvalu, Rajalakshmi Krishnamurthi, Adarsh Kumar, R. N Thakur, Shakila Basheer",2022,Mobile Information Systems,doi/full/10.1155/2022/7632892,google scholar,34,autonomous vehicles advancements planning
"A Review on Autonomous Vehicles: Progress, Methods and Challenges","Darsh Parekh,  Nishi Poddar et. al",2022,"Electronics 2022, 11(14), 2162",https://doi.org/10.3390/electronics11142162,google scholar,213,autonomous vehicles advancements planning
Current advancements on autonomous mission planning and management systems: An AUV and UAV perspective,"Adham Atyabi a, Somaiyeh MahmoudZadeh b, Samia Nefti-Meziani c",2018,"Annual Reviews in Control Volume 46, 2018, Pages 196-215",https://doi.org/10.1016/j.arcontrol.2018.07.002,google scholar,2,autonomous vehicles advancements planning
State-of-the-Art Review on Recent Advancements on Lateral Control of Autonomous Vehicles,"Archishman Biswas; M. A. Obayed Reon; Prangon Das; Zinat Tasneem; S. M. Muyeen
Electrical Engineering Department, Qatar University, Doha, Qatar
; Sajal K. Das
Department of Mechatronics Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh",2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3217213,google scholar,15,autonomous vehicles advancements control
State-of-the-Art Review on Recent Advancements on Lateral Control of Autonomous Vehicles,"Archishman Biswas; M. A. Obayed Reon; Prangon Das; Zinat Tasneem; S. M. Muyeen
Electrical Engineering Department, Qatar University, Doha, Qatar
; Sajal K. Das
Department of Mechatronics Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh",2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3217213,google scholar,15,autonomous vehicles advancements control
"A Review on Autonomous Vehicles: Progress, Methods and Challenges","Darsh Parekh,  Nishi Poddar et. al",2022,"Electronics 2022, 11(14), 2162",https://doi.org/10.3390/electronics11142162,google scholar,213,autonomous vehicles advancements control
Technology Developments and Impacts of Connected and Autonomous Vehicles: An Overview ,"Hafiz Usman Ahmed
1, Ying Huang
1,*, Pan Lu
2 [ORCID] and Raj Bridgelall
2 [ORCID]",2022,"Smart Cities 2022, 5(1), 382-404",https://doi.org/10.3390/smartcities5010022,google scholar,56,autonomous vehicles advancements control
Recent Advancements in Automation to Enhance Vehicle Technology for Human Centred Interactions ,"Kumar, S. Satheesh S.; Iqbal, Mazher J. L.; Sujin, J. S.; Sowmya, R.; Kumar, Selva D.",2019,"Journal of Computational and Theoretical Nanoscience, Volume 16, Number 2 ",https://doi.org/10.1166/jctn.2019.7767,google scholar,0,autonomous vehicles advancements control
"Autonomous Vehicles and Intelligent Automation: Applications, Challenges, and Opportunities","Gourav Bathla, Kishor Bhadane, Rahul Kumar Singh, Rajneesh Kumar, Rajanikanth Aluvalu, Rajalakshmi Krishnamurthi, Adarsh Kumar, R. N Thakur, Shakila Basheer",2022,Mobile Information Systems,doi/full/10.1155/2022/7632892,google scholar,34,autonomous vehicles advancements control
"Autonomous cars: Past, present and future a review of the developments in the last century, the present scenario and the expected future of autonomous vehicle technology",Keshav Bimbraw,2015,"2015 12th International Conference on Informatics in Control, Automation and Robotics (ICINCO)",https://ieeexplore.ieee.org/abstract/document/7350466,google scholar,12,autonomous vehicles advancements control
Cruising into the Future: Navigating the Challenges and Advancements in Autonomous Vehicle Technology ,"Shah Hussain Bangash Iqra National University ,Peshawar, Pakistan.Ghassan Husnain Iqra National University ,Peshawar, Pakistan.
    Asif Nawaz Higher Colleges of Technology, Dubai, UAE.
    Mohsin Tahir Iqra National University ,Peshawar, Pakistan.
    Muhammad Imad Iqra National University ,Peshawar, Pakistan.
    Zabih Ullah Khan Iqra National University ,Peshawar, Pakistan.
    Daud Khan Iqra National University ,Peshawar, Pakistan.
    Sheeraz Ahmed Iqra National University ,Peshawar, Pakistan.",2023,Vol. 5 No. 02 (2023): Journal of Computing & Biomedical Informatics ,1.056.979,google scholar,0,autonomous vehicles advancements control
"Users, planners, and governments perspectives: A public survey on autonomous vehicles future advancements","Ali Alsalman a, Lateef N. Assi b, Shabnam Ghotbi c, SeyedAli Ghahari d, Ali Shubbar ",2020,"Transportation Engineering
Volume 3, March 2021, 100044",https://doi.org/10.1016/j.treng.2020.100044,google scholar,25,autonomous vehicles advancements control
A Survey of Deep Learning Applications to Autonomous Vehicle Control,Sampo Kuutti; Richard Bowden; Yaochu Jin; Phil Barber; Saber Fallah,2020,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 22, Issue: 2, February 2021) ",10.1109/TITS.2019.2962338,google scholar,402,autonomous vehicles advancements control
Recent Advancements in Automation to Enhance Vehicle Technology for Human Centred Interactions ,"Kumar, S. Satheesh S.; Iqbal, Mazher J. L.; Sujin, J. S.; Sowmya, R.; Kumar, Selva D.",2019,"Journal of Computational and Theoretical Nanoscience, Volume 16, Number 2 ",https://doi.org/10.1166/jctn.2019.7767,google scholar,0,autonomous vehicles advancements human–machine interaction
"Human–Machine Interaction in Intelligent and Connected Vehicles: A Review of Status Quo, Issues, and Opportunities",Zhengyu Tan; Ningyi Dai; Yating Su; Ruifo Zhang; Yijun Li; Di Wu,2021,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 23, Issue: 9, September 2022)",10.1109/TITS.2021.3127217,IEEE,42,autonomous vehicles advancements human–machine interaction
"Advances in Human–Machine Interaction, Artificial Intelligence, and Robotics","Solanes, J.E.; Gracia, L.; Valls Miro, J.",2024,"Electronics 2024, 13, 3856",https://doi.org/10.3390/electronics13193856,google scholar,0,autonomous vehicles advancements human–machine interaction
Driving Towards Inclusion: Revisiting In-Vehicle Interaction in Autonomous Vehicles,"Ashish Bastola, Julian Brinkley, Hao Wang, Abolfazl Razi",2024,Human-Computer Interaction,https://doi.org/10.48550/arXiv.2401.14571,google scholar,0,autonomous vehicles advancements human–machine interaction
Enhancing Accessibility and Interaction in Autonomous Vehicles,"G. Shanmugasundar, Janjhyam Venkata Naga Ramesh, Krishnasamy Karthik, Sampath Muthukumarasamy, Velumayil Ramesh, Sarita Rathee, Ajay Kumar",2024,"Smart Electric and Hybrid Vehicles: Advancements in Materials, Design, Technologies, and Modeling",https://doi.org/10.1002/9781394225040.ch10,google scholar,0,autonomous vehicles advancements human–machine interaction
A review of sensory interactions between autonomous vehicles and drivers,"Jiayi Lu a, Zhaoxia Peng a, Shichun Yang a, Yuan Ma a, Rui Wang a, Zhaowen Pang a, Xinjie Feng a, Yuyi Chen a, Yaoguang Cao b",2023,"Journal of Systems Architecture
Volume 141, August 2023, 102932",https://doi.org/10.1016/j.sysarc.2023.102932,google scholar,10,autonomous vehicles advancements human–machine interaction
Human-Machine Shared Driving: Challenges and Future Directions,Shahzeb Ansari; Fazel Naghdy; Haiping Du,2022,"IEEE Transactions on Intelligent Vehicles ( Volume: 7, Issue: 3, September 2022) ",10.1109/TIV.2022.3154426,google scholar,50,autonomous vehicles advancements human–machine interaction
"Autonomous Vehicles and Intelligent Automation: Applications, Challenges, and Opportunities","Gourav Bathla, Kishor Bhadane, Rahul Kumar Singh, Rajneesh Kumar, Rajanikanth Aluvalu, Rajalakshmi Krishnamurthi, Adarsh Kumar, R. N Thakur, Shakila Basheer",2022,Mobile Information Systems,doi/full/10.1155/2022/7632892,google scholar,34,autonomous vehicles advancements human–machine interaction
Technology Developments and Impacts of Connected and Autonomous Vehicles: An Overview,"Hafiz Usman Ahmed
1, Ying Huang
1,*, Pan Lu
2 [ORCID] and Raj Bridgelall
2 [ORCID]",2022,"Smart Cities 2022, 5(1), 382-404",https://doi.org/10.3390/smartcities5010022,google scholar,56,autonomous vehicles advancements human–machine interaction
Advancements in Robotic Systems and Human Robot Interaction for Industry 4.0,Krystyna Amalia,2023,Journal of Robotics Spectrum,https://doi.org/10.53759/9852/JRS202301010,google scholar,0,autonomous vehicles advancements human–machine interaction
A Systematic Review of Perception System and Simulators for Autonomous Vehicles Research ," Francisca Rosique,  Pedro J. Navarro
Pedro J. Navarro et. al.",2019,Sensors Volume 19 Issue 3 ,https://doi.org/10.3390/s19030648,google scholar,335,autonomous vehicles perception systems
Autonomous vehicle perception: The technology of today and tomorrow,"Jessica Van Brummelen a, Marie O’Brien a, Dominique Gruyer b, Homayoun Najjaran a",2018,"Transportation Research Part C: Emerging Technologies Volume 89, April 2018, Pages 384-406 ",https://doi.org/10.1016/j.trc.2018.02.012,google scholar,7,autonomous vehicles perception systems
Pedestrian and Vehicle Detection in Autonomous Vehicle Perception Systems—A Review,"Galvao, L.G.; Abbod, M.; Kalganova, T.; Palade, V.; Huda, M.N. ",2021,"A Review. Sensors 2021, 21, 7267",https://doi.org/10.3390/s21217267,google scholar,31,autonomous vehicles perception systems
A Fault Tolerant Perception system for autonomous vehicles,Miguel Realpe; Boris X. Vintimilla; Ljubo Vlacic,2016,2016 35th Chinese Control Conference (CCC),10.1109/ChiCC.2016.7554385,google scholar,21,autonomous vehicles perception systems
"Perception, Planning, Control, and Coordination for Autonomous Vehicles",Scott Drew Pendleton et al.,2017,"Machines 2017, 5(1), 6;",https://doi.org/10.3390/machines5010006,google scholar,477,autonomous vehicles perception systems
Algorithm and hardware implementation for visual perception system in autonomous vehicle: A survey,"Weijing Shi a, Mohamed Baker Alawieh a, Xin Li b c, Huafeng Yu d",2017,"Integration Volume 59, September 2017, Pages 148-156",https://doi.org/10.1016/j.vlsi.2017.07.007,google scholar,1,autonomous vehicles perception systems
An Integrated Approach of Threat Analysis for Autonomous Vehicles Perception System,Subhadip Ghosh; Aydin Zaboli; Junho Hong; Jaerock Kwon,2023,IEEE Access ( Volume: 11) ,10.1109/ACCESS.2023.3243906,google scholar,17,autonomous vehicles perception systems
"Autonomous Vehicles Perception (AVP) Using Deep Learning: Modeling, Assessment, and Challenges",Hrag-Harout Jebamikyous; Rasha Kashef,2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3144407,google scholar,38,autonomous vehicles perception systems
EMS-Vision: a perceptual system for autonomous vehicles,R. Gregor; M. Lutzeler; M. Pellkofer; K.-H. Siedersberger; E.D. Dickmanns,2002," IEEE Transactions on Intelligent Transportation Systems ( Volume: 3, Issue: 1, March 2002) ",10.1109/6979.994795,google scholar,65,autonomous vehicles perception systems
Quantification of Uncertainty and Its Applications to Complex Domain for Autonomous Vehicles Perception System,Ke Wang; Yong Wang; Bingjun Liu; Junlan Chen,2023,IEEE Transactions on Instrumentation and Measurement ( Volume: 72) ,10.1109/TIM.2023.3256459,google scholar,10,autonomous vehicles perception systems
Sensor and Sensor Fusion Technology in Autonomous Vehicles: A Review,"Yeong, D.J.; Velasco-Hernandez, G.; Barry, J.; Walsh, J. ",2021,"Sensors 2021, 21, 2140",https://doi.org/10.3390/s21062140,google scholar,522,autonomous vehicles sensor fusion
